index,package,service,method,fullMethod,requestType,responseType,streamType,clientType,auth,registeredOnListener,listenerBinding,destructiveLevel,requiredVariables,precondition,expectedResult,evidenceToSave,protoFile,grpcurlExample,evidenceRelativePath
33,avf.machine.v1,MachineCommerceService,AttachPaymentResult,/avf.machine.v1.MachineCommerceService/AttachPaymentResult,CreatePaymentSessionRequest,CreatePaymentSessionResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[32]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineCommerceService/AttachPaymentResult""",grpc/evidence/033_MachineCommerceService_AttachPaymentResult.json
34,avf.machine.v1,MachineCommerceService,CancelOrder,/avf.machine.v1.MachineCommerceService/CancelOrder,CancelOrderRequest,CancelOrderResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[33]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineCommerceService/CancelOrder""",grpc/evidence/034_MachineCommerceService_CancelOrder.json
35,avf.machine.v1,MachineCommerceService,ConfirmCashPayment,/avf.machine.v1.MachineCommerceService/ConfirmCashPayment,ConfirmCashPaymentRequest,ConfirmCashPaymentResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[34]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineCommerceService/ConfirmCashPayment""",grpc/evidence/035_MachineCommerceService_ConfirmCashPayment.json
36,avf.machine.v1,MachineCommerceService,ConfirmVendSuccess,/avf.machine.v1.MachineCommerceService/ConfirmVendSuccess,ConfirmVendSuccessRequest,ConfirmVendSuccessResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[35]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineCommerceService/ConfirmVendSuccess""",grpc/evidence/036_MachineCommerceService_ConfirmVendSuccess.json
37,avf.machine.v1,MachineCommerceService,CreateCashCheckout,/avf.machine.v1.MachineCommerceService/CreateCashCheckout,ConfirmCashPaymentRequest,ConfirmCashPaymentResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[36]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineCommerceService/CreateCashCheckout""",grpc/evidence/037_MachineCommerceService_CreateCashCheckout.json
38,avf.machine.v1,MachineCommerceService,CreateOrder,/avf.machine.v1.MachineCommerceService/CreateOrder,CreateOrderRequest,CreateOrderResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[37]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineCommerceService/CreateOrder""",grpc/evidence/038_MachineCommerceService_CreateOrder.json
39,avf.machine.v1,MachineCommerceService,CreatePaymentSession,/avf.machine.v1.MachineCommerceService/CreatePaymentSession,CreatePaymentSessionRequest,CreatePaymentSessionResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[38]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineCommerceService/CreatePaymentSession""",grpc/evidence/039_MachineCommerceService_CreatePaymentSession.json
40,avf.machine.v1,MachineCommerceService,GetOrder,/avf.machine.v1.MachineCommerceService/GetOrder,GetOrderRequest,GetOrderResponse,unary,machine,machine bearer token,True,machine_grpc_listener,READ_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[39]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineCommerceService/GetOrder""",grpc/evidence/040_MachineCommerceService_GetOrder.json
41,avf.machine.v1,MachineCommerceService,GetOrderStatus,/avf.machine.v1.MachineCommerceService/GetOrderStatus,GetOrderStatusRequest,GetOrderStatusResponse,unary,machine,machine bearer token,True,machine_grpc_listener,READ_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[40]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineCommerceService/GetOrderStatus""",grpc/evidence/041_MachineCommerceService_GetOrderStatus.json
42,avf.machine.v1,MachineCommerceService,ReportVendFailure,/avf.machine.v1.MachineCommerceService/ReportVendFailure,ReportVendFailureRequest,ReportVendFailureResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[41]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineCommerceService/ReportVendFailure""",grpc/evidence/042_MachineCommerceService_ReportVendFailure.json
43,avf.machine.v1,MachineCommerceService,ReportVendSuccess,/avf.machine.v1.MachineCommerceService/ReportVendSuccess,ReportVendSuccessRequest,ReportVendSuccessResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[42]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineCommerceService/ReportVendSuccess""",grpc/evidence/043_MachineCommerceService_ReportVendSuccess.json
44,avf.machine.v1,MachineCommerceService,StartVend,/avf.machine.v1.MachineCommerceService/StartVend,StartVendRequest,StartVendResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/commerce.proto,"jq -c "".[43]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineCommerceService/StartVend""",grpc/evidence/044_MachineCommerceService_StartVend.json
45,avf.machine.v1,MachineInventoryService,AckInventorySync,/avf.machine.v1.MachineInventoryService/AckInventorySync,AckInventorySyncRequest,AckInventorySyncResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/inventory.proto,"jq -c "".[44]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineInventoryService/AckInventorySync""",grpc/evidence/045_MachineInventoryService_AckInventorySync.json
46,avf.machine.v1,MachineInventoryService,GetInventorySnapshot,/avf.machine.v1.MachineInventoryService/GetInventorySnapshot,GetInventorySnapshotRequest,GetInventorySnapshotResponse,unary,machine,machine bearer token,True,machine_grpc_listener,READ_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/inventory.proto,"jq -c "".[45]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineInventoryService/GetInventorySnapshot""",grpc/evidence/046_MachineInventoryService_GetInventorySnapshot.json
47,avf.machine.v1,MachineInventoryService,GetPlanogram,/avf.machine.v1.MachineInventoryService/GetPlanogram,GetPlanogramRequest,GetPlanogramResponse,unary,machine,machine bearer token,True,machine_grpc_listener,READ_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/inventory.proto,"jq -c "".[46]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineInventoryService/GetPlanogram""",grpc/evidence/047_MachineInventoryService_GetPlanogram.json
48,avf.machine.v1,MachineInventoryService,PushInventoryDelta,/avf.machine.v1.MachineInventoryService/PushInventoryDelta,ReportInventoryDeltaRequest,ReportInventoryDeltaResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/inventory.proto,"jq -c "".[47]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineInventoryService/PushInventoryDelta""",grpc/evidence/048_MachineInventoryService_PushInventoryDelta.json
49,avf.machine.v1,MachineInventoryService,SubmitFillReport,/avf.machine.v1.MachineInventoryService/SubmitFillReport,SubmitFillResultRequest,SubmitFillResultResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/inventory.proto,"jq -c "".[48]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineInventoryService/SubmitFillReport""",grpc/evidence/049_MachineInventoryService_SubmitFillReport.json
50,avf.machine.v1,MachineInventoryService,SubmitFillResult,/avf.machine.v1.MachineInventoryService/SubmitFillResult,SubmitFillResultRequest,SubmitFillResultResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/inventory.proto,"jq -c "".[49]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineInventoryService/SubmitFillResult""",grpc/evidence/050_MachineInventoryService_SubmitFillResult.json
51,avf.machine.v1,MachineInventoryService,SubmitInventoryAdjustment,/avf.machine.v1.MachineInventoryService/SubmitInventoryAdjustment,SubmitInventoryAdjustmentRequest,SubmitInventoryAdjustmentResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/inventory.proto,"jq -c "".[50]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineInventoryService/SubmitInventoryAdjustment""",grpc/evidence/051_MachineInventoryService_SubmitInventoryAdjustment.json
52,avf.machine.v1,MachineInventoryService,SubmitRestock,/avf.machine.v1.MachineInventoryService/SubmitRestock,SubmitRestockRequest,SubmitRestockResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/inventory.proto,"jq -c "".[51]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineInventoryService/SubmitRestock""",grpc/evidence/052_MachineInventoryService_SubmitRestock.json
53,avf.machine.v1,MachineInventoryService,SubmitStockAdjustment,/avf.machine.v1.MachineInventoryService/SubmitStockAdjustment,SubmitInventoryAdjustmentRequest,SubmitInventoryAdjustmentResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/inventory.proto,"jq -c "".[52]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineInventoryService/SubmitStockAdjustment""",grpc/evidence/053_MachineInventoryService_SubmitStockAdjustment.json
54,avf.machine.v1,MachineInventoryService,SubmitStockSnapshot,/avf.machine.v1.MachineInventoryService/SubmitStockSnapshot,SubmitStockSnapshotRequest,SubmitStockSnapshotResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/inventory.proto,"jq -c "".[53]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineInventoryService/SubmitStockSnapshot""",grpc/evidence/054_MachineInventoryService_SubmitStockSnapshot.json
55,avf.machine.v1,MachineMediaService,AckMediaVersion,/avf.machine.v1.MachineMediaService/AckMediaVersion,AckMediaVersionRequest,AckMediaVersionResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/media.proto,"jq -c "".[54]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineMediaService/AckMediaVersion""",grpc/evidence/055_MachineMediaService_AckMediaVersion.json
56,avf.machine.v1,MachineMediaService,GetMediaDelta,/avf.machine.v1.MachineMediaService/GetMediaDelta,GetMediaDeltaRequest,GetMediaDeltaResponse,unary,machine,machine bearer token,True,machine_grpc_listener,READ_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/media.proto,"jq -c "".[55]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineMediaService/GetMediaDelta""",grpc/evidence/056_MachineMediaService_GetMediaDelta.json
57,avf.machine.v1,MachineMediaService,GetMediaManifest,/avf.machine.v1.MachineMediaService/GetMediaManifest,MachineMediaServiceGetMediaManifestRequest,MachineMediaServiceGetMediaManifestResponse,unary,machine,machine bearer token,True,machine_grpc_listener,READ_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/media.proto,"jq -c "".[56]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineMediaService/GetMediaManifest""",grpc/evidence/057_MachineMediaService_GetMediaManifest.json
58,avf.machine.v1,MachineOfflineSyncService,GetSyncCursor,/avf.machine.v1.MachineOfflineSyncService/GetSyncCursor,GetSyncCursorRequest,GetSyncCursorResponse,unary,machine,machine bearer token,True,machine_grpc_listener,READ_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/offline_sync.proto,"jq -c "".[57]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineOfflineSyncService/GetSyncCursor""",grpc/evidence/058_MachineOfflineSyncService_GetSyncCursor.json
59,avf.machine.v1,MachineOfflineSyncService,PushOfflineEvents,/avf.machine.v1.MachineOfflineSyncService/PushOfflineEvents,SyncOfflineEventsRequest,SyncOfflineEventsResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/offline_sync.proto,"jq -c "".[58]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineOfflineSyncService/PushOfflineEvents""",grpc/evidence/059_MachineOfflineSyncService_PushOfflineEvents.json
60,avf.machine.v1,MachineOperatorService,CloseOperatorSession,/avf.machine.v1.MachineOperatorService/CloseOperatorSession,CloseOperatorSessionRequest,CloseOperatorSessionResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/operator_grpc.proto,"jq -c "".[59]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineOperatorService/CloseOperatorSession""",grpc/evidence/060_MachineOperatorService_CloseOperatorSession.json
61,avf.machine.v1,MachineOperatorService,HeartbeatOperatorSession,/avf.machine.v1.MachineOperatorService/HeartbeatOperatorSession,HeartbeatOperatorSessionRequest,HeartbeatOperatorSessionResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/operator_grpc.proto,"jq -c "".[60]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineOperatorService/HeartbeatOperatorSession""",grpc/evidence/061_MachineOperatorService_HeartbeatOperatorSession.json
62,avf.machine.v1,MachineOperatorService,LoginOperator,/avf.machine.v1.MachineOperatorService/LoginOperator,LoginOperatorRequest,LoginOperatorResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/operator_grpc.proto,"jq -c "".[61]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineOperatorService/LoginOperator""",grpc/evidence/062_MachineOperatorService_LoginOperator.json
63,avf.machine.v1,MachineOperatorService,LogoutOperator,/avf.machine.v1.MachineOperatorService/LogoutOperator,LogoutOperatorRequest,LogoutOperatorResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/operator_grpc.proto,"jq -c "".[62]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineOperatorService/LogoutOperator""",grpc/evidence/063_MachineOperatorService_LogoutOperator.json
64,avf.machine.v1,MachineOperatorService,OpenOperatorSession,/avf.machine.v1.MachineOperatorService/OpenOperatorSession,OpenOperatorSessionRequest,OpenOperatorSessionResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/operator_grpc.proto,"jq -c "".[63]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineOperatorService/OpenOperatorSession""",grpc/evidence/064_MachineOperatorService_OpenOperatorSession.json
65,avf.machine.v1,MachineOperatorService,SubmitFillReport,/avf.machine.v1.MachineOperatorService/SubmitFillReport,SubmitFillReportRequest,SubmitFillReportResponse,unary,machine,machine bearer token,True,machine_grpc_listener,DESTRUCTIVE_CANARY_ONLY,grpcHost;grpcPort;machineToken,Canary JWT đúng role; internal chỉ từ mạng private listener khi deploy tách.,gRPC OK + payload typed,trailers; correlation metadata,proto/avf/machine/v1/operator_grpc.proto,"jq -c "".[64]"" postman/full-production-suite/grpc/AVF_GRPC_100_REQUESTS.json | grpcurl ${GRPC_USE_REFLECTION:+-reflect} -plaintext -H ""authorization: Bearer ${machineToken}"" -d @- ""${GRPC_ADDR:-127.0.0.1:9090}"" ""/avf.machine.v1.MachineOperatorService/SubmitFillReport""",grpc/evidence/065_MachineOperatorService_SubmitFillReport.json
