index,method,path,operationId,tag,summary,auth,requestBody,pathParams,queryParams,headers,successResponses,errorResponses,testType,destructiveLevel,canRunOnProductionPublic,requiresCanaryData,requiredVariables,precondition,expectedResult,evidenceToSave,postmanFolder,postmanRequestName
59,GET,/v1/admin/feature-flags/{flagId},DocOpV1AdminFeatureFlagGet,Fleet,Get feature flag and scoped targets,bearer,no,flagId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;flagId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/feature-flags/{flagId}
60,PATCH,/v1/admin/feature-flags/{flagId},DocOpV1AdminFeatureFlagPatch,Fleet,Patch feature flag metadata / master enabled bit,bearer,yes,flagId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,404,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;flagId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,PATCH /v1/admin/feature-flags/{flagId}
61,POST,/v1/admin/feature-flags/{flagId}/disable,DocOpV1AdminFeatureFlagDisablePost,Fleet,Disable feature flag (master switch),bearer,no,flagId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,404,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;flagId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/feature-flags/{flagId}/disable
62,POST,/v1/admin/feature-flags/{flagId}/enable,DocOpV1AdminFeatureFlagEnablePost,Fleet,Enable feature flag (master switch),bearer,no,flagId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,404,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;flagId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/feature-flags/{flagId}/enable
63,PUT,/v1/admin/feature-flags/{flagId}/targets,DocOpV1AdminFeatureFlagTargetsPut,Fleet,Replace scoped targets for a feature flag,bearer,yes,flagId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,404,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;flagId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,PUT /v1/admin/feature-flags/{flagId}/targets
64,GET,/v1/admin/finance/daily-close,DocOpV1AdminFinanceDailyCloseList,Finance,List finance daily closes,bearer,no,,limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;offset,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/finance/daily-close
65,POST,/v1/admin/finance/daily-close,DocOpV1AdminFinanceDailyClosePost,Finance,Create immutable finance daily close (requires Idempotency-Key),bearer,yes,,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,201,"400,401,403,409,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,POST /v1/admin/finance/daily-close
66,GET,/v1/admin/finance/daily-close/{closeId},DocOpV1AdminFinanceDailyCloseGet,Finance,Get one finance daily close by id,bearer,no,closeId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;closeId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/finance/daily-close/{closeId}
67,GET,/v1/admin/inventory/anomalies,DocOpV1AdminInventoryAnomaliesList,Inventory,List inventory anomalies (ledger-backed),bearer,no,,,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,07_Inventory_Restock_Anomalies,GET /v1/admin/inventory/anomalies
68,POST,/v1/admin/inventory/anomalies/{anomalyId}/resolve,DocOpV1AdminInventoryAnomalyResolve,Inventory,Resolve inventory anomaly,bearer,no,anomalyId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;anomalyId;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,07_Inventory_Restock_Anomalies,POST /v1/admin/inventory/anomalies/{anomalyId}/resolve
69,GET,/v1/admin/inventory/low-stock,DocOpV1AdminInventoryLowStock,Inventory,List slots estimated to need refill soon (low stock),bearer,no,,site_id;machine_id;product_id;velocity_days;urgency;days_threshold;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;daysThreshold;limit;machineId;offset;productId;siteId;urgency;velocityDays,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,07_Inventory_Restock_Anomalies,GET /v1/admin/inventory/low-stock
70,GET,/v1/admin/inventory/refill-suggestions,DocOpV1AdminInventoryRefillSuggestions,Inventory,List refill suggestions across machines (all slots),bearer,no,,site_id;machine_id;product_id;velocity_days;urgency;days_threshold;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;daysThreshold;limit;machineId;offset;productId;siteId;urgency;velocityDays,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,07_Inventory_Restock_Anomalies,GET /v1/admin/inventory/refill-suggestions
71,GET,/v1/admin/machine-config/rollouts,DocOpV1AdminMachineConfigRolloutsList,Fleet,List machine config rollouts,bearer,no,,limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;offset,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machine-config/rollouts
72,POST,/v1/admin/machine-config/rollouts,DocOpV1AdminMachineConfigRolloutsPost,Fleet,Create machine config rollout (or rollback),bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID,201,"400,401,404,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machine-config/rollouts
73,GET,/v1/admin/machine-config/rollouts/{rolloutId},DocOpV1AdminMachineConfigRolloutGet,Fleet,Get one machine config rollout,bearer,no,rolloutId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;rolloutId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machine-config/rollouts/{rolloutId}
74,GET,/v1/admin/machines,DocOpV1AdminMachinesList,Machine Admin,List machines (admin),bearer,no,,site_id;machine_id;status;from;to;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;limit;machineId;offset;siteId;status;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machines
75,POST,/v1/admin/machines,DocOpV1AdminMachineCreate,Machine Admin,Create machine (admin),bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID,201,"400,401,403,409,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines
76,GET,/v1/admin/machines/{machineId},DocOpV1AdminMachineGet,Machine Admin,Get machine (admin),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machines/{machineId}
77,PATCH,/v1/admin/machines/{machineId},DocOpV1AdminMachinePatch,Machine Admin,Patch machine metadata (admin),bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,PATCH /v1/admin/machines/{machineId}
78,GET,/v1/admin/machines/{machineId}/activation-codes,DocOpV1AdminMachineActivationCodesList,Machine Admin,List activation codes for a machine,bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machines/{machineId}/activation-codes
79,POST,/v1/admin/machines/{machineId}/activation-codes,DocOpV1AdminMachineActivationCodesPost,Machine Admin,Create machine activation code,bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID,201,"400,401,403,429,500",canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/activation-codes
80,DELETE,/v1/admin/machines/{machineId}/activation-codes/{activationCodeId},DocOpV1AdminMachineActivationCodeDelete,Machine Admin,Revoke an activation code,bearer,no,machineId;activationCodeId,,Authorization;X-Request-ID;X-Correlation-ID,204,"400,401,403,404,500",regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;activationCodeId;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,DELETE /v1/admin/machines/{machineId}/activation-codes/{activationCodeId}
81,POST,/v1/admin/machines/{machineId}/archive,DocOpV1AdminMachineArchive,Machine Admin,Retire machine (archive alias),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/archive
82,GET,/v1/admin/machines/{machineId}/cash-collections,DocOpV1AdminMachineCashCollectionsList,Cash settlement,List cash collections for machine,bearer,no,machineId,limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;machineId;offset,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machines/{machineId}/cash-collections
83,POST,/v1/admin/machines/{machineId}/cash-collections,DocOpV1AdminMachineCashCollectionsPost,Cash settlement,Start cash collection session,bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,409,429,500",canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/cash-collections
84,GET,/v1/admin/machines/{machineId}/cash-collections/{collectionId},DocOpV1AdminMachineCashCollectionGet,Cash settlement,Get one cash collection,bearer,no,machineId;collectionId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;collectionId;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machines/{machineId}/cash-collections/{collectionId}
85,POST,/v1/admin/machines/{machineId}/cash-collections/{collectionId}/close,DocOpV1AdminMachineCashCollectionClosePost,Cash settlement,Close cash collection with counted cash,bearer,yes,machineId;collectionId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,409,429,500",canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;collectionId;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/cash-collections/{collectionId}/close
86,GET,/v1/admin/machines/{machineId}/cashbox,DocOpV1AdminMachineCashbox,Cash settlement,Cashbox summary (expected vault from commerce),bearer,no,machineId,currency,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;currency;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machines/{machineId}/cashbox
87,POST,/v1/admin/machines/{machineId}/commands,DocOpV1AdminMachineCommandDispatch,Machine Admin,Dispatch new command to machine (MQTT/device pipeline),bearer,yes,machineId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,,canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/commands
88,GET,/v1/admin/machines/{machineId}/diagnostics/bundles,DocOpV1AdminMachineDiagnosticBundlesList,Fleet,List machine diagnostic bundles,bearer,no,machineId,limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;machineId;offset,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machines/{machineId}/diagnostics/bundles
89,POST,/v1/admin/machines/{machineId}/diagnostics/requests,DocOpV1AdminMachineDiagnosticRequest,Fleet,Request machine diagnostic bundle,bearer,no,machineId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,202,"400,401,403,404,429,502",canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/diagnostics/requests
90,POST,/v1/admin/machines/{machineId}/disable,DocOpV1AdminMachineDisable,Machine Admin,Disable machine (admin),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/disable
91,POST,/v1/admin/machines/{machineId}/enable,DocOpV1AdminMachineEnable,Machine Admin,Enable machine (admin),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,409,500",canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/enable
92,GET,/v1/admin/machines/{machineId}/health,DocOpV1AdminMachineHealth,Machine Admin,Machine health detail,bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machines/{machineId}/health
93,GET,/v1/admin/machines/{machineId}/inventory,DocOpV1AdminMachineInventory,Inventory,Aggregate inventory by product for a machine,bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machines/{machineId}/inventory
94,GET,/v1/admin/machines/{machineId}/inventory-events,DocOpV1AdminMachineInventoryEvents,Inventory,List append-only inventory ledger events for a machine,bearer,no,machineId,from;to;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;limit;machineId;offset;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machines/{machineId}/inventory-events
95,GET,/v1/admin/machines/{machineId}/inventory/anomalies,DocOpV1AdminMachineInventoryAnomaliesList,Inventory,List inventory anomalies for one machine,bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machines/{machineId}/inventory/anomalies
96,POST,/v1/admin/machines/{machineId}/inventory/reconcile,DocOpV1AdminMachineInventoryReconcile,Inventory,Post machine inventory reconcile adjustment,bearer,no,machineId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,,canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/inventory/reconcile
97,POST,/v1/admin/machines/{machineId}/mark-compromised,DocOpV1AdminMachineMarkCompromised,Machine Admin,Mark machine compromised (admin),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/mark-compromised
98,PUT,/v1/admin/machines/{machineId}/planograms/draft,DocOpV1AdminMachinePlanogramDraftPut,Machine Setup,Save draft cabinet slot planogram assignments,bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID,204,"400,401,403,404,409,429,500,503",canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,PUT /v1/admin/machines/{machineId}/planograms/draft
99,POST,/v1/admin/machines/{machineId}/planograms/publish,DocOpV1AdminMachinePlanogramPublishPost,Machine Setup,Publish draft planogram as current and dispatch device command,bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,409,429,500,503",canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/planograms/publish
100,GET,/v1/admin/machines/{machineId}/refill-suggestions,DocOpV1AdminMachineRefillSuggestions,Inventory,Refill suggestions for one machine,bearer,no,machineId,site_id;machine_id;product_id;velocity_days;urgency;days_threshold;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;daysThreshold;limit;machineId;offset;productId;siteId;urgency;velocityDays,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machines/{machineId}/refill-suggestions
101,POST,/v1/admin/machines/{machineId}/resume,DocOpV1AdminMachineResume,Machine Admin,Resume suspended machine (admin),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/resume
102,POST,/v1/admin/machines/{machineId}/retire,DocOpV1AdminMachineRetire,Machine Admin,Retire machine (admin),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/retire
103,POST,/v1/admin/machines/{machineId}/revoke-credentials,DocOpV1AdminMachineRevokeCredentials,Machine Admin,Revoke machine credential material (admin),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,,regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/revoke-credentials
104,POST,/v1/admin/machines/{machineId}/revoke-sessions,DocOpV1AdminMachineRevokeSessions,Machine Admin,Revoke interactive sessions for machine technicians/operators (admin),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,204,,regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/revoke-sessions
105,POST,/v1/admin/machines/{machineId}/revoke-token,DocOpV1AdminMachineRevokeToken,Machine Admin,Revoke machine tokens (alias path),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,,regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/revoke-token
106,POST,/v1/admin/machines/{machineId}/rotate-credential,DocOpV1AdminMachineRotateCredential,Machine Admin,Rotate machine credential (admin),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/rotate-credential
107,POST,/v1/admin/machines/{machineId}/rotate-credentials,DocOpV1AdminMachineRotateCredentials,Machine Admin,Rotate machine credential (plural alias),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/rotate-credentials
108,POST,/v1/admin/machines/{machineId}/rotate-token-version,DocOpV1AdminMachineRotateTokenVersion,Machine Admin,Bump credential version / rotate token (admin),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/rotate-token-version
109,GET,/v1/admin/machines/{machineId}/slots,DocOpV1AdminMachineSlots,Inventory,List live slot inventory for a machine (restock / cycle-count UI),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/machines/{machineId}/slots
110,POST,/v1/admin/machines/{machineId}/stock-adjustments,DocOpV1AdminMachineStockAdjustmentsPost,Inventory,"Apply stock adjustments (restock, cycle count, manual, reconcile)",bearer,yes,machineId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,409,429,500",canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/stock-adjustments
111,POST,/v1/admin/machines/{machineId}/suspend,DocOpV1AdminMachineSuspend,Machine Admin,Suspend machine (admin),bearer,no,machineId,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;machineId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/machines/{machineId}/suspend
